评论,评分
到手俩天 包装简陋 只有一个不能完全包裹住的塑料垫  手机配件没有耳机减分 电池使用时长没有宣传的那么给力 屏显色彩略微差那么一些意思 运行速度可以给个赞 性价比来说可以入手,2
使用不到一个月，自动翻转只能固定一边了，造成日常使用不便，在充电的情况下玩游戏体验感不好，无法容手。运行速度：还行,2
感觉挺一般的 价位就在这了有点小卡 不是很流畅 另外也没有耳机赠送的,3
用着还可以  但是我买了是玩游戏的  玩王者荣耀体验极差 经常断触  方向建技能建失灵   就这也好意思叫kpl专用机   就当交智商税了,2
昨天到货，玩了一天到现在，本人不打游戏，感觉手机一般般，吐槽下这个电池，着实费电，早上十点多到十二点掉了12的电，我就玩下QQ，费电费电，手机壳我自己买的，耳机没有赠,3
购买第六天忽然手机无法解锁屏幕了，指纹和密码都解不开，重启后还是不行，不清楚是什么问题，有没有其他人出现一样的情况？,3
刚刚购买六天的手机就出现密码及指纹都无法解锁的情况，根据京东购买界面明确标注的『7天无理由退货&mdash;15天免举证退换货&mdash;30天换新』服务申请换货后，京东平台拒绝换新，并且售后客服在电话沟通过程中语言不当，多次出现调侃客户一天就忘记密码，质疑侮辱买家手机是否是偷的捡的，以及找借口推卸责任让买家自己找第三方解决的行为，表示对京东平台商品质量及服务态度十分失望，建议大家谨慎购买。,2
用了几天，感觉手机反应速度一般，有时候要连点几下才有反应。手机刚拿到手时数据线看着有点发黑（拍照时间为手机拿到手第二天）,2
买了这么久了总体还可以，就信号有点差，不知道是手机问题还是卡的问题,3
也就那样，手机样式还是有点久，不过还好，而且这个耳机送过来盒子是烂的，就烂了一点点，我就不计较了手机还可以很流畅，感觉有点像苹果那样的风格,3
**，真他么坑人，我四月份买的 ，现在六月，才两个月，就降了100块，无语，而且锁机充电很烫，vivo这**坑，大家去买华为吧,3
手机有的时候会出现卡顿，进入主界面有的时候竟然还会出现《正在加载中》这算是什么意思，第一次发现这种情况，除了这个其余的整体来说还算凑合吧,3
待机时间：待机时间可以屏幕音效：屏幕勉强，室外不够亮拍照效果：凑合主要大问题：系统一般般，震动相当的弱，容易漏接电话,3
外形外观：这个就不想说了运行速度：太慢了，还没845好用待机时间：电池还行，充电又快    手机发热严重，玩游戏有点烫手，而且信号贼差，5g网络玩吃鸡延迟经常动不动跳好高，,2
不建议购买，吃鸡经常直接掉，散热极差，简直就是为发烧而生，吹着空调打着视频烫的不敢拿，打游戏就更加不用说了，看视频直接划屏幕出来会横批竖屏卡着,2
手机还行，充电也快，唯一的不足就是什么都不送，真的就一个裸机，耳机都没有一个。,3
反应速度一般，运行速度：运行速度慢，和我用了一年半的畅享9差不多，跟理想中有差距。,2
电量掉得很快，喜欢打游戏的真不建议买，这么多好评真不怎么刷出来的，冲这处理器买的，白瞎了这处理器。,3
这台机子不知道是设计问题还是cpu问题。我就进入王者荣耀游戏画面挂着没进到游戏对战。不到一分钟手机明显变暖。我redmi7挂着五分钟都没它这个暖。凑活着用吧。毕竟原来手机屏幕失灵了。,3
屏幕上有摄像头，影响打游戏感觉！百之十的电突然关机！不知道你的这个电量怎么算的！实在不能忍受电量这个问题,2
手机用电特别快，我带着上班就看下时间，到下班只有60的电，而且网速也很慢，半天更新不出来，其他的还好。,2
玩游戏手感不行 还是没有苹果好 莫名卡顿 视频通话还闪,3
这手机怎么回事用了一段玩点什么游戏就发热，有的时候触屏还不怎么灵敏,3
5G还行。触屏靠近底部1.5cm的地方不灵敏，给京东评价，需要点击多次才能选得上星星，打游戏估计就悬了。拍照个人感觉，还没有之前1600万像素的清晰，开4800也就是图片可以放大一些，微摄拍出来的也不是很清晰。,3
手机整体外观不错，手感很好，音效也不错，但是买回来第二天玩游戏就卡的死死的，录屏截屏都不行，我买的可是全新机诶，卡在哪里动都动不了，这还是游戏手机啊。,2
