评论,评分
619买的，竟然比618还便宜。虽然是x60t，据说比x60人像头要缩水，不过好像把原来的硬壳保护套升级为软套，这样更舒服了，手感非常棒，不愧是超大杯，质感棒棒的。,5
vivo x60pro+拍照很好看，618第一天4599入手，太香了，12+256版本，已经卖光了哈哈。\n\n拍人，拍景，拍美食都非常好。性能强，充电55w也挺快的。屏幕不是2k能接受。拍照影响旗舰，喜欢拍照的就买这个。很喜欢，手感也很高，颜值也好看。,5
买来一部VIVO旗舰手机，现在各种型号手机看不过来，不知道选什么了，所以就买旗舰机准没错，配置高使用易上手，功能强大，照相蔡司品牌加持，微云台防抖，真的很稳。,5
手机手感很好，屏幕的清晰我原来的苹果XR无法比，运行非常流畅，相机更是无可挑剔,5
"外形外观：颜值安卓顶级\n\n屏幕音效：屏幕很好，效果不比那些2k屏差\n\n拍照效果：顶级水平了，超过ip12\n运行速度：888绝对流畅\n\n待机时间：没开5g，一天一冲"",""vcontent"":""{$%&外形外观：&%$}颜值安卓顶级\n\n{$%&屏幕音效：&%$}屏幕很好，效果不比那些2k屏差\n\n{$%&拍照效果：&%$}顶级水平了，超过ip12\n{$%&运行速度：&%$}888绝对流畅\n\n{$%&待机时间：&%$}没开5g，一天一冲",5
这款总体还是很不错的，各项配置直接拉满，该有的都有了，12加256的内存够我用个四五年了，挺满意的。,5
第一次购买VIVO产品。第一，做工果然很棒，没有任何问题。第二，系统流畅，拍照顶级。第三，机子同比华为mate40系列，发热略微偏大，耗电快一些。但爸爸很喜欢，满意就足够了。,5
评论,评分
没干嘛就发热严重，没用几天就出现卡,2
"手机挺好的 速度快\n拍照效果：好"",""vcontent"":""手机挺好的 速度快\n{$%&拍照效果：&%$}好",5
此用户未及时填写评价内容,1
"不时得掉网，断网，电话打不进来还没有通知。辜负了我对vivo得信任。鸡毛客服不能解决任何问题，还是去实体店卖好一点，还能找店家。"",""commentId"":16301059491,""clientType"":4,""top"":false,""delete"":false,""hAfterUserComment"":{""id"":95420229,""content"":""不时得掉网，断网，电话打不进来还没有通知。辜负了我对vivo得信任。鸡毛客服不能解决任何问题，还是去实体店卖好一点，还能找店家。""},""status"":1,""modified"":""2021-09-14 10:34:23"",""created"":""2021-09-14 10:34:08""},""status"":1,""referenceId"":""100017141340"",""referenceTime"":""2021-06-14 11:23:09"",""nickname"":""胡***c"",""replyCount2"":1,""userImage"":""storage.360buyimg.com/i.imageUpload/bafab1beb3c968626331343739323830353832323834_sma.jpg"",""orderId"":0,""integral"":0,""productSales"":""[{\""dim\"":3,\""saleName\"":\""选择版本\"",\""saleValue\"":\""官方标配\""}]"",""referenceImage"":""jfs/t1/175436/32/13091/98664/60bb320bE03c3b454/bdf312a98bb530e3.jpg"",""referenceName"":""vivo X60t Pro+ 8GB+128GB 深海蓝 5G手机 微云台双主摄 蔡司联合影像系统 5nm高通骁龙888旗舰芯片"",""firstCategory"":9987,""secondCategory"":653,""thirdCategory"":655,""aesPin"":null,""days"":92,""afterDays"":92},{""id"":16300818109,""guid"":""ac258ca2f02cbc9b3a675aca58ee68f5"",""content"":""物流很快，包装完好。手机太好看了，非常喜欢。值得拥有。用了以后再来评价感觉",5
差价差了800，,1
爱不释手，质感非常好。拍照也安逸??????????????,5
Vivo X 60pro非常漂亮。这次购物非常满意，我很喜欢。,5
你怎么那么美,5
拍照是杠杠的，可惜买了就出新款了,5
特别好用  颜色很漂亮  手感很好   \n怎么看怎么喜欢,5
评论,评分
终于拿到我想要的ViVoX60Pro＋手机了，超大的运行内存和8核5G手机，接近3.0处理器，机身内存256G用也用不完，手机速度不输苹果的，曲届屏好看又实用，给五星级,5
"外形外观：外观不错  手感拿着舒服\n屏幕音效：屏幕效果堪称完美一流\n拍照效果：效果极佳  照片像素高清完美\n运行速度：运行速度速度  玩游戏行云流水\n待机时间：刚拿新手  就来评价  后期再添加  不过4000的大电池够使用了\n其他特色：冲动方面比较快55W快冲大概40分钟冲满"",""vcontent"":""{$%&外形外观：&%$}外观不错  手感拿着舒服\n{$%&屏幕音效：&%$}屏幕效果堪称完美一流\n{$%&拍照效果：&%$}效果极佳  照片像素高清完美\n{$%&运行速度：&%$}运行速度速度  玩游戏行云流水\n{$%&待机时间：&%$}刚拿新手  就来评价  后期再添加  不过4000的大电池够使用了\n{$%&其他特色：&%$}冲动方面比较快55W快冲大概40分钟冲满",5
个人最喜欢的手机，没有之一！2021上半年的真拍照旗舰，焦段齐全，防抖出色，画面艳丽，色彩动人，一不小心就会让你爱上拍照的感觉！,5
手感非常轻薄，素皮材质很有质感，骁龙888打游戏非常不错。最重要的照相，蔡司的镀膜技术，不是浪得虚名，对光线的处理，从夜景照片看的很清楚，卡片相机都可以扔了。接上耳机，音效杠杠的，55W快充其实也很快，比*为的66W快多了。没有短板，不愧为旗舰机。,5
看极限挑战被种草，立刻买了这款手机，话说这款手机的颜值是真的高，背面是素皮材质的，像素也是杠杠的，最重要是有微云台防抖，拍照的时候怎么抖照片都是清晰的，卡尔蔡司标志显眼，国产的手机越来越好了，大爱。,5
"外形外观：外观大气，蓝皮质，拿在手上手感真棒，真的是一分价钱一分货，值得购买，\n屏幕音效：屏幕支持120高刷新率非常流畅，三星高清屏幕，没让我失望值。\n拍照效果：蔡司贴膜镜头，4800W和5000W主摄像头，60变焦望远镜，还有云台防抖真给力。\n运行速度：运行速度没得说，非常流畅，有指纹解锁，还有面部解锁，还有图案解锁。\n待机时间：4500ma大电池，够我用了，也用着也没见发热。"",""vcontent"":""{$%&外形外观：&%$}外观大气，蓝皮质，拿在手上手感真棒，真的是一分价钱一分货，值得购买，\n{$%&屏幕音效：&%$}屏幕支持120高刷新率非常流畅，三星高清屏幕，没让我失望值。\n{$%&拍照效果：&%$}蔡司贴膜镜头，4800W和5000W主摄像头，60变焦望远镜，还有云台防抖真给力。\n{$%&运行速度：&%$}运行速度没得说，非常流畅，有指纹解锁，还有面部解锁，还有图案解锁。\n{$%&待机时间：&%$}4500ma大电池，够我用了，也用着也没见发热。",5
老婆专用！京东自营！值得推荐！\n老婆上个手机好像是vivo xplay6，就是那个曲面屏的！\n用了3年多，还是很经用的，不过岁数确实大了，该换新了。这款 颜值和品质 都过硬的手机成了老婆的首选！下手吧，购物的乐趣不就在于买个自己喜欢！\n\n用了很久才评的，速度很快，拍照清晰，美颜什么的都有！总之，值这个价！,5
"6K多的手机居然不能无线充电！"",""commentId"":16036828163,""clientType"":4,""top"":false,""delete"":false,""hAfterUserComment"":{""id"":93749353,""content"":""6K多的手机居然不能无线充电！""},""status"":1,""modified"":""2021-08-13 16:47:41"",""created"":""2021-08-13 16:47:26""},""status"":1,""referenceId"":""100009813733"",""referenceTime"":""2021-05-30 18:31:22"",""nickname"":""内***7"",""replyCount2"":0,""userImage"":""storage.360buyimg.com/i.imageUpload/6e6b776b3338323131343336353738393431303134_sma.jpg"",""orderId"":0,""integral"":80,""productSales"":""[{\""dim\"":3,\""saleName\"":\""选择版本\"",\""saleValue\"":\""官方标配\""}]"",""referenceImage"":""jfs/t1/175436/32/13091/98664/60bb320bE03c3b454/bdf312a98bb530e3.jpg"",""referenceName"":""vivo X60t Pro+ 8GB+128GB 深海蓝 5G手机 微云台双主摄 蔡司联合影像系统 5nm高通骁龙888旗舰芯片"",""firstCategory"":9987,""secondCategory"":653,""thirdCategory"":655,""aesPin"":null,""days"":56,""afterDays"":75},{""id"":15285996742,""guid"":""f5acd8a0ddd87a610db7edc4fcb76939"",""content"":""优点突出，素皮手感超细腻，拍照效果特别棒不愧影像旗舰，OriginOS系统有一定可玩性，买两台年货送父母，挺好。",5
经典橙色搭配高档素皮材质手感非常舒服，超大杯拍照天花板级别，24期免息,5
第一次用v0vi手机，也是第一次品味，手机做工精美，运行速度很快，而且音效特别棒。拍照那叫一个稳。,5
评论,评分
看极限挑战被种草，立刻买了这款手机，话说这款手机的颜值是真的高，背面是素皮材质的，像素也是杠杠的，最重要是有微云台防抖，拍照的时候怎么抖照片都是清晰的，卡尔蔡司标志显眼，国产的手机越来越好了，大爱。,5
老婆专用！京东自营！值得推荐！\n老婆上个手机好像是vivo xplay6，就是那个曲面屏的！\n用了3年多，还是很经用的，不过岁数确实大了，该换新了。这款 颜值和品质 都过硬的手机成了老婆的首选！下手吧，购物的乐趣不就在于买个自己喜欢！\n\n用了很久才评的，速度很快，拍照清晰，美颜什么的都有！总之，值这个价！,5
"6K多的手机居然不能无线充电！"",""commentId"":16036828163,""clientType"":4,""top"":false,""delete"":false,""hAfterUserComment"":{""id"":93749353,""content"":""6K多的手机居然不能无线充电！""},""status"":1,""modified"":""2021-08-13 16:47:41"",""created"":""2021-08-13 16:47:26""},""status"":1,""referenceId"":""100009813733"",""referenceTime"":""2021-05-30 18:31:22"",""nickname"":""内***7"",""replyCount2"":0,""userImage"":""storage.360buyimg.com/i.imageUpload/6e6b776b3338323131343336353738393431303134_sma.jpg"",""orderId"":0,""integral"":80,""productSales"":""[{\""dim\"":3,\""saleName\"":\""选择版本\"",\""saleValue\"":\""官方标配\""}]"",""referenceImage"":""jfs/t1/175436/32/13091/98664/60bb320bE03c3b454/bdf312a98bb530e3.jpg"",""referenceName"":""vivo X60t Pro+ 8GB+128GB 深海蓝 5G手机 微云台双主摄 蔡司联合影像系统 5nm高通骁龙888旗舰芯片"",""firstCategory"":9987,""secondCategory"":653,""thirdCategory"":655,""aesPin"":null,""days"":56,""afterDays"":75},{""id"":15285996742,""guid"":""f5acd8a0ddd87a610db7edc4fcb76939"",""content"":""优点突出，素皮手感超细腻，拍照效果特别棒不愧影像旗舰，OriginOS系统有一定可玩性，买两台年货送父母，挺好。",5
经典橙色搭配高档素皮材质手感非常舒服，超大杯拍照天花板级别，24期免息,5
第一次用v0vi手机，也是第一次品味，手机做工精美，运行速度很快，而且音效特别棒。拍照那叫一个稳。,5
四千六还要啥自行车啊。而且真的是目前拍照最好的手机了（我认为）。888处理器发热费电是肯定的。但是优惠这么大，也可以了。希望下半年或者明年的旗舰机能告别火龙。拍照无论是玩儿法还是质量，都非常好。,5
"外形外观：好看喜欢\n屏幕音效：单扬声器有HiFi，屏幕音效听歌音质也是很棒的\n拍照效果：试了一下非常棒\n运行速度：快\n待机时间：一天一充\n其他特色：正在发掘中..."",""vcontent"":""{$%&外形外观：&%$}好看喜欢\n{$%&屏幕音效：&%$}单扬声器有HiFi，屏幕音效听歌音质也是很棒的\n{$%&拍照效果：&%$}试了一下非常棒\n{$%&运行速度：&%$}快\n{$%&待机时间：&%$}一天一充\n{$%&其他特色：&%$}正在发掘中...",5
"外形外观：外观非常的漂亮时尚\n屏幕音效：屏幕非常的清晰，120Hz的高刷屏非常出色，音效超级棒，很喜欢\n拍照效果：拍照效果一流，非常完美\n运行速度：运行速度很快，搭载骁龙888处理器，能畅快玩大型游戏\n待机时间：待机时间长\n其他特色：非常棒的手机，颜值与实力兼具，很强"",""vcontent"":""{$%&外形外观：&%$}外观非常的漂亮时尚\n{$%&屏幕音效：&%$}屏幕非常的清晰，120Hz的高刷屏非常出色，音效超级棒，很喜欢\n{$%&拍照效果：&%$}拍照效果一流，非常完美\n{$%&运行速度：&%$}运行速度很快，搭载骁龙888处理器，能畅快玩大型游戏\n{$%&待机时间：&%$}待机时间长\n{$%&其他特色：&%$}非常棒的手机，颜值与实力兼具，很强",5
从苹果系统转来的，本来还担心会不适应，但vivo的系统非常好用，很有新鲜感。再加上拍照效果的加持，整体体验非常好！,5
好，非常好，照相给力，反应速度迅速，不卡顿！颜值高，不笨重，非常好，非常满意！！！,5
评论,评分
手感确实非常棒，外观显著，拍照牛牛牛，电量续航我觉得很好，不玩游戏单纯上网，聊天，看视频可以坚持一天，这都是体验后的结论。充电着实快，非常好，,5
X60pro+ 非常惊艳的一款旗舰手机，活动期间性价比真的是超级赞，给家人买的，888的cpu配合高刷新率速度很快，正在使用中，箱子不错，等使用一阵过后再来补评,5
拍照绝对能打，适合我这种喜欢拍照的，由于不玩游戏，也没有感觉到发热，充电半小时多些充满，足够了，外观好看大气，非常喜欢!,5
已经很多年没有用VIVO的手机了，记得第一次用还是在上大学的时候。今年想换一个5G手机，看了又看，都不是太满意。VIVO X60pro+一发布，就瞬间被它精美的机身，轻薄的外观，还有素皮后壳深深吸引，真的太好看了！完美的快充技术，强大的拍照效果，强悍的处理器，精美的界面，简直不要太喜欢！,5
"外形外观：很好看，后盖手感很好\n拍照效果：拍照解析度不错，边缘画质也OK，不愧是蔡司调校，有防抖加持拍视频也不错\n运行速度：骁龙888性能很强，用个四年没问题"",""vcontent"":""{$%&外形外观：&%$}很好看，后盖手感很好\n{$%&拍照效果：&%$}拍照解析度不错，边缘画质也OK，不愧是蔡司调校，有防抖加持拍视频也不错\n{$%&运行速度：&%$}骁龙888性能很强，用个四年没问题",5
颜色亮丽非常满意，使用流畅，不卡顿，机身目前没有明显发热。相机稳定器效果非常的好，画面非常稳定，不会乱晃。目前使用上非常的满意，性价比很高。,5
用了几年的苹果手机退役，正好赶上X60Pro+发布，5000-6000元的心理价位，依次对比过多款旗舰手机，遴选起来确实眼花缭乱。结合自己的短视频需求，X60系列独树一帜的电子微云台及防抖功能放射出更加耀眼的光芒。如果仅仅是拍照，有了蔡司的加持，直出效果自然是完全不在话下。视频录制过程中也是得心应手，尤其开启超级防抖后，媲美专业手持云台的效果，拍视频是真的香。\n续航方面有55W的快充，即便用到自然关机，重新充满也仅需50分钟左右，实测充满一次的电量足够应付一天的重度拍摄。其他方面，就不再赘述了。\n摄影手机里的第一梯队水准，当之无愧。,5
"外形外观：做工很棒，皮质后盖上手舒适。\n屏幕音效：屏幕色彩很正，调艳丽模式很好。\n拍照效果：正在摸索，冲着蔡司加持而买。有镜头包选择，人性化。\n运行速度：运行速度很快，顺滑。\n待机时间：正在试用中。"",""vcontent"":""{$%&外形外观：&%$}做工很棒，皮质后盖上手舒适。\n{$%&屏幕音效：&%$}屏幕色彩很正，调艳丽模式很好。\n{$%&拍照效果：&%$}正在摸索，冲着蔡司加持而买。有镜头包选择，人性化。\n{$%&运行速度：&%$}运行速度很快，顺滑。\n{$%&待机时间：&%$}正在试用中。",5
x60pro+关注好久了，这次大促降价性价比超高，系统非常好用流程，硬件配置高，超高像素拍照清晰配备微云台防抖拍摄效果很好，旗舰机的配置，颜值高，握持感俱佳,5
"外形外观：沉稳大气。\n屏幕音效：息屏彩灯称赞。\n拍照效果：拍照旗舰没得说，云台拍视频拍照防抖超强。\n运行速度：骁龙888目前最快的处理器。\n待机时间：从手机到手的第一天我充满电，现在已经用了4天，之前还有45%的电。"",""vcontent"":""{$%&外形外观：&%$}沉稳大气。\n{$%&屏幕音效：&%$}息屏彩灯称赞。\n{$%&拍照效果：&%$}拍照旗舰没得说，云台拍视频拍照防抖超强。\n{$%&运行速度：&%$}骁龙888目前最快的处理器。\n{$%&待机时间：&%$}从手机到手的第一天我充满电，现在已经用了4天，之前还有45%的电。",5
评论,评分
上手真心惊艳！屏幕设计讨巧，拍照还原度很高！人像摄影远景近景都不错！防抖效果也很专业！比心理预期要高！运行不卡顿！切换流畅！就是电跑的快点！可以接受！毕竟充电速度也很神速！不玩游戏的话手机长时间待机稍微有点烫！可接受！值得推荐！期待晚上夜景拍摄效果。,5
外观非常棒，做工精细，手感超级爽。高大上，比起OPPO Reno5 Pro+高出不止几个档次，据说拍照是旗舰机的第一梯队，，非常强悍！,5
橙色的裸机真的很漂亮，手感也很好，屏幕太喜欢了，够大，我感觉超级适合女孩子，这个屏幕尺寸刚好好，就是不知道安什么手机壳了，感觉就裸机是最好看的哈哈哈哈哈哈哈哈哈哈哈哈好，很不错，很喜欢,5
比原来用的手机轻些，选X60pro+看上蔡司T*镀膜和照片算法优化，魔爪稳定器配微云台还有待测试，拍照时所见即所得的感觉很好，安卓的很多旗舰机硬件很好但拍照软件的体验优化不是很好，现在手机可以分担一部分富士X-pro的活了，能够留下生活中的更多美好瞬间比什么都重要，爱了。,5
骁龙888就是骁龙888，速度很快，系统很丝滑，拍照很清晰，是我想要的手机样子。骁龙888+4000多毫安的电池 还是顶得住日常的使用的,5
期待已久的vivo终于到手了！外观时尚，主流曲屏。拍照效果非常赞！超清晰！微云台超稳，摄像效果很棒！高通骁龙888处理器，让手机各个性能都得到提升！运行速度超快，12G的运行内存已经很强大了，而且还可以增加3G运行内存！待机时间很长，正常使用两三天没问题，关屏待机，一整天都不掉电。绝对是目前的旗舰机！真的超喜欢！超赞！,5
用了一下不错，不玩游戏不考虑发热，日常使用，很流畅。系统很有趣，特别是原子组件。拍照厉害了，就是冲拍照买的。,5
第一次用vivo产品，手机做工真的不错，包装精美，还送充电器，耳机真的很良心 用了2天没啥问题，挺不错的。期待后面相机给我的惊喜。,5
拍照没的说，可以说除了潜望式剩下的都很棒，发热888通病.手感很好，握持着毫无压力。屏幕通透不偏色.也有dc调光很舒服，总之3300拿到手就是618的最佳选择.官方还给送了耳机和充电器真的很棒。,5
"外形外观：好看喜欢\n屏幕音效：单扬声器有HiFi，屏幕音效听歌音质也是很棒的\n拍照效果：试了一下非常棒\n运行速度：快\n待机时间：一天一充\n其他特色：正在发掘中..."",""vcontent"":""{$%&外形外观：&%$}好看喜欢\n{$%&屏幕音效：&%$}单扬声器有HiFi，屏幕音效听歌音质也是很棒的\n{$%&拍照效果：&%$}试了一下非常棒\n{$%&运行速度：&%$}快\n{$%&待机时间：&%$}一天一充\n{$%&其他特色：&%$}正在发掘中...",5
评论,评分
vivo的粉丝，趁618活动入手x60pro+，手机做工非常精致，设计感很强，试用几天了，运行流畅，也没有严重的发热情况，拍照效果确实很赞，真不是吹的，很满意很满意,5
外观很漂亮，屏幕反应也快，音效杠杠的，不得不说的是防抖效果是真的好，对着物体边摇手机边拍照，照出来还是很清晰。运行速度也好快，12+3的运行速度是超级快，这是我用过的最好用的手机了，另外送的耳机音效也很棒。,5
vivox60系列上市来一直关注，这次终于下定决心入手vivox60pro+了，新机今天上午一到手，开箱眼前一亮，真机比图片中要漂亮，做工精细，手感很好，屏显细腻，配置就不用说了， 骁龙888，12+3+256，不用担心空间不够用了，我不玩游戏，喜欢拍照，试拍了几张，蔡司镜头效果杠杠的，出去玩可以尽情的发挥了。,5
送货快服务好，外观漂亮，配置高端，旗舰影音体会中。\n外形外观：曲面屏\n屏幕音效：效果好\n拍照效果：体验中\n运行速度：很好\n待机时间：够用\n其他特色：目前市场上拍照手机一流,5
拍照效果：拍照真的很绝，这点没毛病，电池也可以，充电很快，音质不错，显示屏也很好，确实有点发热，但手机基本都发热，不影响使用。运行速度很快，不卡，这个价位很好了！,5
vivo x系列上市来一直关注，上部手机也是vivo x系列的，做工很细致，手感很好，玩游戏也不卡顿，拍照效果很棒&hellip;&hellip;,5
优点：按个人感觉来说，这台x60pp已经是目前所有在售的拍照手机里面拍照能力最强悍的手机了，在焦段超广角至人像50mm范围内，成像素质高度可用，色彩控制很好！几乎可以替代掉我以前使用的单反习惯了，以往安卓那种傻锐油画现象大为减轻，人像拍摄更是这套镜头系统精髓，拍女孩子非常好看，有佳能那种味道了。直出可用度目前最高。，\n  骁龙888，ufs3.1，3200速率的ddr5内存，这三件套安卓能用的最高端，日常中轻度使用无过热现象，888限制的很好！\n  重量191g，还不错。素皮后盖很好。\n  系统已经追赶上来了，拖其他友商以及自身强发展，目前感觉originos已经很不错，属于第一梯队了。\n\n缺点：这台骁龙888中轻度还行，高帧率重负载玩你懂的，重度游戏不行。\n    素皮散热拉后腿。\n     没双扬声器，这价位没双杨的就这台吧。没有无线充电，三星e3屏幕，电池只有4200毫安时。\n 总结：如果你完完全全只要求拍照很好的手机，性能还能凑合着用的话，那这台手机完完全全就是你目前能选的，最能拍照手机。,5
用了半个月来认真评价。外观正面居中挖孔屏、背面橙色素皮和云阶摄像模组都是我喜欢的设计，辨识度也有了。最重头的拍照部分有vivo对色彩一贯出色的调教以及微云台和蔡司的加持，拍摄人物和风景照片直出可用率极高，合成速度也比较快，远景和动态物体成像一般，值得表扬的还有逆光场景，t星镀膜防炫光能力对比同事的某为某米旗舰机都强很多。originOS用起来还算顺手，我觉得各家大厂ui差别不大。性能方面都说骁龙888容易烫手，我很少玩游戏就觉得还行，刷刷微博之类的温度在40度左右，运行也算流畅，刷天喵倒是经常出现卡顿打不开的情况(怀疑是**软件自己的问题)。续航中度使用维持一个白天，快充55w30多min充满我已经很满意了，我之前用的22w某星手机3个小时才能充满怕了怕了。总体是一款优秀的手机，喜欢拍照非游戏和外放重度使用者值得买，以及更期待x70pro+的发布了。,5
外形外观：经典橙色配合高档素皮材质，让手机显得很高档。握在手上，用手触摸都非常舒服，不像传统玻璃和金属，塑料那样，而是更多一份温度感。\n屏幕音效：和60pro一样采用6.5英寸AMOLED居中打孔屏，毫无意外是钻石排列，2376*1080分辨率、120Hz高刷、240Hz触控采用率、P3广色域以及HDR10等旗舰机该有的都有。同时加入了峰值达1300nit的阳光屏，户外阳光直射下使用依然非常清晰。\n拍照效果：拍照系统是主要区别于x60pro的升级，vivo X60 Pro+采用的双主摄:索尼IMX598的4800w像素超广角+三星GN1的5000万像素主摄。非常的好的兼顾拍摄画面稳定和广角拍摄成像清晰度不高问题。同时后置800万像素潜望摄像头支持5倍光学，60倍数字强大变焦。\n运行速度：x60proplus采用骁龙888高通旗舰处理器，5**制程工艺，并且是首次采用ARM Cortex X1超大内核，CPU主频最高2.84Ghz，Adreno 660 GPU模块，安兔兔高达710000+ 分数，毫无疑问安卓手机顶尖水准。\n其他特色：全新OriginOS操作系统，新的系统UI采用类似华容网格设计，更多的大图标以及扁平化，视觉观感更加直接且简洁。,5
包装非常好，快递也很快。也是vivo粉了，所以618就下手新款了，优点是手机速度快很多，操作也觉得更人性化了，轻便，手机大小刚好一个手能操作，比之前的好，拍照非常不错，很清晰，远处的景色也能拍得可以。自带的美颜相机也能自拍。,5
评论,评分
vivo的粉丝，趁618活动入手x60pro+，手机做工非常精致，设计感很强，试用几天了，运行流畅，也没有严重的发热情况，拍照效果确实很赞，真不是吹的，很满意很满意,5
外观很漂亮，屏幕反应也快，音效杠杠的，不得不说的是防抖效果是真的好，对着物体边摇手机边拍照，照出来还是很清晰。运行速度也好快，12+3的运行速度是超级快，这是我用过的最好用的手机了，另外送的耳机音效也很棒。,5
vivox60系列上市来一直关注，这次终于下定决心入手vivox60pro+了，新机今天上午一到手，开箱眼前一亮，真机比图片中要漂亮，做工精细，手感很好，屏显细腻，配置就不用说了， 骁龙888，12+3+256，不用担心空间不够用了，我不玩游戏，喜欢拍照，试拍了几张，蔡司镜头效果杠杠的，出去玩可以尽情的发挥了。,5
送货快服务好，外观漂亮，配置高端，旗舰影音体会中。\n外形外观：曲面屏\n屏幕音效：效果好\n拍照效果：体验中\n运行速度：很好\n待机时间：够用\n其他特色：目前市场上拍照手机一流,5
拍照效果：拍照真的很绝，这点没毛病，电池也可以，充电很快，音质不错，显示屏也很好，确实有点发热，但手机基本都发热，不影响使用。运行速度很快，不卡，这个价位很好了！,5
vivo x系列上市来一直关注，上部手机也是vivo x系列的，做工很细致，手感很好，玩游戏也不卡顿，拍照效果很棒&hellip;&hellip;,5
优点：按个人感觉来说，这台x60pp已经是目前所有在售的拍照手机里面拍照能力最强悍的手机了，在焦段超广角至人像50mm范围内，成像素质高度可用，色彩控制很好！几乎可以替代掉我以前使用的单反习惯了，以往安卓那种傻锐油画现象大为减轻，人像拍摄更是这套镜头系统精髓，拍女孩子非常好看，有佳能那种味道了。直出可用度目前最高。，\n  骁龙888，ufs3.1，3200速率的ddr5内存，这三件套安卓能用的最高端，日常中轻度使用无过热现象，888限制的很好！\n  重量191g，还不错。素皮后盖很好。\n  系统已经追赶上来了，拖其他友商以及自身强发展，目前感觉originos已经很不错，属于第一梯队了。\n\n缺点：这台骁龙888中轻度还行，高帧率重负载玩你懂的，重度游戏不行。\n    素皮散热拉后腿。\n     没双扬声器，这价位没双杨的就这台吧。没有无线充电，三星e3屏幕，电池只有4200毫安时。\n 总结：如果你完完全全只要求拍照很好的手机，性能还能凑合着用的话，那这台手机完完全全就是你目前能选的，最能拍照手机。,5
用了半个月来认真评价。外观正面居中挖孔屏、背面橙色素皮和云阶摄像模组都是我喜欢的设计，辨识度也有了。最重头的拍照部分有vivo对色彩一贯出色的调教以及微云台和蔡司的加持，拍摄人物和风景照片直出可用率极高，合成速度也比较快，远景和动态物体成像一般，值得表扬的还有逆光场景，t星镀膜防炫光能力对比同事的某为某米旗舰机都强很多。originOS用起来还算顺手，我觉得各家大厂ui差别不大。性能方面都说骁龙888容易烫手，我很少玩游戏就觉得还行，刷刷微博之类的温度在40度左右，运行也算流畅，刷天喵倒是经常出现卡顿打不开的情况(怀疑是**软件自己的问题)。续航中度使用维持一个白天，快充55w30多min充满我已经很满意了，我之前用的22w某星手机3个小时才能充满怕了怕了。总体是一款优秀的手机，喜欢拍照非游戏和外放重度使用者值得买，以及更期待x70pro+的发布了。,5
外形外观：经典橙色配合高档素皮材质，让手机显得很高档。握在手上，用手触摸都非常舒服，不像传统玻璃和金属，塑料那样，而是更多一份温度感。\n屏幕音效：和60pro一样采用6.5英寸AMOLED居中打孔屏，毫无意外是钻石排列，2376*1080分辨率、120Hz高刷、240Hz触控采用率、P3广色域以及HDR10等旗舰机该有的都有。同时加入了峰值达1300nit的阳光屏，户外阳光直射下使用依然非常清晰。\n拍照效果：拍照系统是主要区别于x60pro的升级，vivo X60 Pro+采用的双主摄:索尼IMX598的4800w像素超广角+三星GN1的5000万像素主摄。非常的好的兼顾拍摄画面稳定和广角拍摄成像清晰度不高问题。同时后置800万像素潜望摄像头支持5倍光学，60倍数字强大变焦。\n运行速度：x60proplus采用骁龙888高通旗舰处理器，5**制程工艺，并且是首次采用ARM Cortex X1超大内核，CPU主频最高2.84Ghz，Adreno 660 GPU模块，安兔兔高达710000+ 分数，毫无疑问安卓手机顶尖水准。\n其他特色：全新OriginOS操作系统，新的系统UI采用类似华容网格设计，更多的大图标以及扁平化，视觉观感更加直接且简洁。,5
包装非常好，快递也很快。也是vivo粉了，所以618就下手新款了，优点是手机速度快很多，操作也觉得更人性化了，轻便，手机大小刚好一个手能操作，比之前的好，拍照非常不错，很清晰，远处的景色也能拍得可以。自带的美颜相机也能自拍。,5
评论,评分
期待已久的性价比超高的影像旗舰机，高通骁龙888顶级芯片，蔡司镜头模组，照相效果一流。z轴线性马达，如果有个无线充功能就完美了。同时vivo品控绝对是一流。618大促活动价3379入手，作为备用机使用，各方面都非常出众。,5
外形外观：非常漂亮，海蓝机身曲面屏，大气稳重。\n屏幕音效：屏幕清晰，触碰灵敏。\n拍照效果：色彩艳丽，夜景效果非常棒，镜头包功能强大。\n运行速度：速度快，启动App速度也很快，后台运行程序时手机运行也很流畅。,5
屏幕音效：音质不错，声音好听，不杂\n外形外观：漂亮外观，手工好\n拍照效果：照相清晰，发错不错，专业\n运行速度：超快888\n待机时间：电池待机挺长，挺耐用，55W充电头可以\n其他特色：新系统，不习惯用，也别扭，不用，,5
拿到新手机好激动！真的很好，不算重，照相超清晰，屏幕炒鸡好，非常流畅，外观很漂亮，因为喜欢五颜六色，所以个人买了橙色的，散热也不错，因为不怎么打游戏，所以不是很注重散热。很推荐这款手机，手感很好，最重要的是，买贵了还返了差价。,5
该款手机反应很快，曲面屏，便于单手掌控。无卡顿发烫现象，续航能力强。用了一段时间了，很不错的，值得拥有。,5
"手机收到用了几天，上一台手机x21,这次直接升级到最新款x60PRO＋，拍照的感觉提升最多，手机运行速度提升也很明显，国货精品呀。赠品感觉较少，手机带出场保护膜，自己买了保护膜，记得以前线下购买是每年免费贴膜一次还是两次的。",5
机子纤薄漂亮，拿在手里不觉得重。系统响应飞速，两大颗摄像头头明晃晃的亮，非常亮眼，拍出来的照片贼好看，录制的视频也很给力。音乐方面一如既往的悦耳动听，满意了！,5
